date,open,high,low,close,volume
2023-12-29,3411.109,3432.541,3409.58,3431.11,11492893200
2024-01-02,3426.268,3426.268,3386.352,3386.352,11618072600
2024-01-03,3379.75,3392.85,3362.662,3378.297,10561385100
2024-01-04,3375.021,3375.021,3323.865,3347.052,10672101300
2024-01-05,3341.306,3372.544,3313.554,3329.111,12640057400
2024-01-08,3322.605,3333.516,3283.342,3286.056,11742948500
2024-01-09,3286.708,3304.601,3273.843,3292.499,10933046500
2024-01-10,3281.669,3312.916,3268.247,3277.129,9419936600
2024-01-11,3275.309,3311.114,3266.791,3295.672,10878973500
2024-01-12,3284.358,3310.47,3279.699,3284.167,9685355500
2024-01-15,3270.103,3306.922,3261.269,3280.92,8885153000
2024-01-16,3272.571,3300.876,3260.436,3300.876,11327666500
2024-01-17,3291.139,3291.139,3229.082,3229.082,10876972800
2024-01-18,3214.284,3279.254,3171.633,3274.729,17490916800
2024-01-19,3261.239,3286.942,3251.814,3269.776,11850140800
2024-01-22,3262.469,3281.421,3193.178,3218.902,14870562800
2024-01-23,3208.432,3249.531,3188.126,3231.933,12201200000
2024-01-24,3245.959,3281.489,3190.467,3277.109,15437195400
2024-01-25,3274.339,3344.243,3269.794,3342.919,19683361400
2024-01-26,3326.647,3351.969,3315.127,3333.821,18066400500
2024-01-29,3335.394,3351.372,3303.96,3303.96,18416479500
2024-01-30,3283.898,3300.204,3244.972,3245.039,14364935000
2024-01-31,3231.543,3252.148,3201.926,3215.352,15314346900
2024-02-01,3202.256,3251.758,3191.897,3217.711,14551679200
2024-02-02,3219.873,3235.408,3108.352,3179.628,17375808900
2024-02-05,3164.25,3233.849,3111.518,3200.422,20304297000
2024-02-06,3185.25,3314.512,3182.822,3311.692,20271309900
2024-02-07,3314.031,3343.63,3289.67,3343.63,21664793300
2024-02-08,3351.405,3367.21,3336.978,3364.93,18997757800
2024-02-19,3393.192,3403.808,3364.142,3403.808,18331980000
2024-02-20,3395.192,3415.894,3380.103,3410.854,14073458100
2024-02-21,3390.362,3500.134,3383.691,3456.871,18887936200
2024-02-22,3450.352,3486.683,3448.414,3486.675,14102078400
2024-02-23,3491.337,3507.559,3472.968,3489.742,14482127300
2024-02-26,3485.543,3492.606,3445.389,3453.359,15124833100
2024-02-27,3440.052,3494.787,3437.442,3494.787,13952824600
2024-02-28,3499.826,3521.657,3450.26,3450.26,18983754800
2024-02-29,3437.898,3516.083,3437.898,3516.083,15594453200
2024-03-01,3515.059,3544.36,3503.459,3537.804,16270957000
2024-03-04,3538.366,3548.69,3519.76,3540.869,16324461300
2024-03-05,3524.964,3570.694,3519.082,3565.514,16642238900
2024-03-06,3556.532,3577.388,3545.101,3551.048,14307661300
2024-03-07,3548.101,3569.919,3522.896,3529.72,14811051000
2024-03-08,3529.551,3548.506,3511.577,3544.91,12579266400
2024-03-11,3545.943,3589.264,3542.279,3589.264,14820282500
2024-03-12,3592.583,3605.698,3574.212,3597.494,18068556000
2024-03-13,3594.421,3594.421,3563.369,3572.361,14459059000
2024-03-14,3571.789,3597.46,3545.612,3562.223,14096272200
2024-03-15,3554.907,3572.809,3533.68,3569.993,13831604400
2024-03-18,3577.056,3604.052,3573.404,3603.528,16037943800
2024-03-19,3593.34,3610.739,3577.188,3577.63,14557178600
2024-03-20,3568.716,3589.546,3568.434,3585.384,12952896600
2024-03-21,3593.07,3601.115,3575.033,3581.09,13074337700
2024-03-22,3571.274,3575.717,3522.84,3545.002,13922735800
2024-03-25,3536.714,3564.96,3525.763,3525.763,13701572400
2024-03-26,3526.682,3547.646,3518.602,3543.747,12620953500
2024-03-27,3538.724,3542.962,3502.787,3502.787,12862676300
2024-03-28,3498.482,3551.214,3489.386,3520.965,14333471700
2024-03-29,3516.883,3538.238,3516.883,3537.484,12864329000
2024-04-01,3551.582,3600.919,3551.582,3595.647,16277656100
2024-04-02,3593.221,3596.19,3568.754,3580.676,14127297200
2024-04-03,3578.684,3582.432,3558.874,3567.803,13559233100
2024-04-08,3553.555,3567.82,3535.769,3536.408,15530428300
2024-04-09,3533.385,3543.714,3518.86,3533.487,12967094200
2024-04-10,3528.968,3531.23,3490.053,3504.709,12879027400
2024-04-11,3485.029,3520.589,3484.925,3504.245,12653439500
2024-04-12,3505.75,3516.699,3470.061,3475.839,12892111600
2024-04-15,3473.505,3552.413,3473.505,3549.076,18394125000
2024-04-16,3533.364,3545.503,3503.616,3511.115,17615306500
2024-04-17,3509.132,3565.939,3498.032,3565.403,16846639800
2024-04-18,3550.556,3602.79,3547.6,3569.802,17857410500
2024-04-19,3550.609,3560.949,3529.324,3541.662,14728150500
2024-04-22,3536.184,3558.164,3528.019,3530.905,15057904200
2024-04-23,3525.668,3533.758,3499.984,3506.225,14311350400
2024-04-24,3514.011,3524.537,3495.649,3521.622,12173985100
2024-04-25,3510.64,3543.97,3505.2,3530.281,11518772200
2024-04-26,3531.965,3588.4,3531.965,3584.269,19721613300
2024-04-29,3584.543,3645.823,3578.76,3623.912,22272138100
2024-04-30,3619.259,3630.709,3604.394,3604.394,19129689900
2024-05-06,3654.049,3668.257,3645.738,3657.877,20801800700
2024-05-07,3657.001,3665.684,3648.376,3659.008,16483428600
2024-05-08,3650.748,3650.936,3628.698,3630.223,13003533600
2024-05-09,3630.414,3669.759,3630.414,3664.561,14655901700
2024-05-10,3669.087,3674.609,3641.764,3666.277,15072053600
2024-05-13,3646.349,3673.621,3634.605,3664.691,15726745500
2024-05-14,3668.225,3675.776,3646.709,3657.045,13340649000
2024-05-15,3651.054,3656.528,3624.002,3626.056,12352276400
2024-05-16,3636.601,3657.483,3626.334,3640.359,15463050300
2024-05-17,3638.561,3677.97,3627.447,3677.97,16457041700
2024-05-20,3682.062,3703.029,3677.443,3690.962,18460942300
2024-05-21,3682.287,3684.611,3665.152,3676.161,13067828300
2024-05-22,3675.647,3691.88,3667.089,3684.451,15191460500
2024-05-23,3672.84,3674.365,3633.505,3641.792,14257299000
2024-05-24,3630.827,3650.873,3599.668,3601.475,12479117700
2024-05-27,3606.645,3638.151,3603.713,3635.708,13127264400
2024-05-28,3633.254,3638.97,3605.921,3609.172,12353223800
2024-05-29,3609.071,3633.197,3602.82,3613.522,11590632100
2024-05-30,3607.052,3624.035,3586.754,3594.312,12260299500
2024-05-31,3599.82,3614.644,3579.925,3579.925,11246201900
2024-06-03,3577.38,3600.604,3567.871,3588.748,14105459100
2024-06-04,3583.81,3622.501,3580.277,3615.671,12454509600
2024-06-05,3610.36,3623.323,3594.106,3594.794,11090676600
2024-06-06,3602.155,3625.011,3584.171,3592.245,13789351700
2024-06-07,3594.634,3603.07,3552.085,3574.114,13110302600
2024-06-11,3555.819,3565.311,3525.895,3542.877,13452230600
2024-06-12,3539.095,3551.171,3531.566,3544.123,12281372900
2024-06-13,3548.216,3551.077,3520.18,3526.131,12324546200
2024-06-14,3514.8,3547.147,3503.523,3541.533,17151694200
2024-06-17,3521.437,3540.793,3520.738,3536.199,13743343800
2024-06-18,3533.488,3551.709,3532.785,3545.59,12367183800
2024-06-19,3543.36,3543.36,3524.845,3528.749,10664279700
2024-06-20,3525.169,3533.987,3500.131,3503.282,11161739600
2024-06-21,3496.343,3505.512,3473.828,3495.62,10918661500
2024-06-24,3473.639,3505.775,3471.216,3476.81,11799018400
2024-06-25,3475.165,3483.219,3440.646,3457.902,11844811800
2024-06-26,3451.539,3487.396,3442.298,3480.265,10589886100
2024-06-27,3467.289,3471.142,3452.578,3454.118,11491810100
2024-06-28,3443.674,3484.678,3443.674,3461.657,13540915300
2024-07-01,3458.264,3479.955,3443.809,3478.183,12182977000
2024-07-02,3472.453,3488.319,3464.524,3471.786,12165012100
2024-07-03,3471.556,3478.705,3454.994,3463.414,10385710800
2024-07-04,3468.296,3483.31,3444.928,3445.813,10442990900
2024-07-05,3443.359,3451.039,3399.669,3431.061,11660965900
2024-07-08,3420.803,3428.042,3395.912,3401.76,11552821800
2024-07-09,3396.804,3448.928,3384.809,3439.811,13162944300
2024-07-10,3425.882,3447.505,3423.648,3428.966,12720345600
2024-07-11,3451.044,3473.984,3438.118,3468.169,14589246600
2024-07-12,3459.956,3479.096,3457.363,3472.401,13087458900
2024-07-15,3462.611,3481.461,3460.792,3476.247,11851708300
2024-07-16,3466.852,3500.294,3464.366,3498.283,12065901700
2024-07-17,3494.209,3514.475,3486.223,3501.584,13180206200
2024-07-18,3483.298,3522.8,3475.724,3520.931,12376819900
2024-07-19,3500.805,3545.338,3493.073,3539.016,13244797500
2024-07-22,3538.401,3540.187,3494.014,3514.925,13212633700
2024-07-23,3509.789,3509.789,3439.878,3439.878,12889766000
2024-07-24,3432.346,3451.42,3408.413,3418.166,12703626300
2024-07-25,3404.611,3415.856,3383.799,3399.272,13102224200
2024-07-26,3403.708,3420.82,3388.66,3409.293,12419555800
2024-07-29,3404.366,3408.502,3388.844,3390.742,10978778600
2024-07-30,3380.689,3380.689,3352.804,3369.382,10495216400
2024-07-31,3364.027,3445.004,3364.027,3442.084,17195917700
2024-08-01,3443.14,3448.336,3419.187,3419.267,13632346400
2024-08-02,3393.917,3419.102,3380.965,3384.392,11661525500
2024-08-05,3362.112,3409.031,3343.321,3343.321,14281251600
2024-08-06,3367.352,3376.796,3318.625,3342.979,11934027900
2024-08-07,3338.591,3362.384,3329.966,3341.489,9508437700
2024-08-08,3332.428,3364.786,3320.843,3342.937,9249569500
2024-08-09,3358.128,3366.669,3331.627,3331.627,9151162600
2024-08-12,3327.556,3338.077,3319.891,3325.865,7993875400
2024-08-13,3328.014,3335.014,3310.191,3334.39,8448967900
2024-08-14,3332.787,3332.787,3309.1,3309.239,7874240700
2024-08-15,3301.446,3356.764,3297.971,3341.953,10476639900
2024-08-16,3342.035,3356.907,3335.624,3345.634,9651908300
2024-08-19,3344.261,3375.962,3343.712,3356.968,10557111000
2024-08-20,3361.639,3362.334,3321.64,3332.703,10166833100
2024-08-21,3322.913,3339.443,3307.992,3321.635,8995475100
2024-08-22,3322.872,3327.696,3305.245,3313.136,10036650400
2024-08-23,3305.931,3336.241,3305.64,3327.191,8952577400
2024-08-26,3330.718,3336.527,3311.57,3324.223,9399077200
2024-08-27,3315.686,3320.567,3299.564,3305.334,9580815700
2024-08-28,3298.909,3305.35,3274.588,3286.496,9269665000
2024-08-29,3273.541,3290.786,3269.529,3277.681,13070233300
2024-08-30,3273.753,3351.625,3273.65,3321.432,18869544300
2024-09-02,3307.543,3307.763,3264.757,3265.011,14761235300
2024-09-03,3261.741,3281.594,3261.188,3273.428,12289730600
2024-09-04,3253.898,3272.986,3249.981,3252.165,10483248200
2024-09-05,3252.96,3266.882,3247.173,3257.758,9710945000
2024-09-06,3261.154,3274.814,3231.069,3231.346,8840041700
2024-09-09,3214.8,3222.928,3180.928,3192.952,10867306900
2024-09-10,3193.456,3205.097,3171.793,3195.755,9729007800
2024-09-11,3187.051,3197.336,3174.034,3186.13,10248211000
2024-09-12,3189.427,3201.554,3171.878,3172.475,9286865700
2024-09-13,3174.034,3188.915,3159.247,3159.247,8833667700
2024-09-18,3158.818,3179.901,3145.791,3171.01,8472281400
2024-09-19,3178.396,3213.838,3149.793,3196.036,12543927200
2024-09-20,3192.432,3207.988,3173.224,3201.05,11806409800
2024-09-23,3200.868,3230.161,3198.025,3212.764,9534485500
2024-09-24,3244.647,3351.968,3222.489,3351.909,20407221700
2024-09-25,3403.702,3465.488,3393.438,3401.533,24156425500
2024-09-26,3399.319,3545.325,3391.677,3545.32,24313401000
2024-09-27,3617.92,3708.495,3596.583,3703.685,26548777400
2024-09-30,3846.652,4038.697,3796.505,4017.855,51021770700
2024-10-08,4450.368,4450.368,4094.352,4256.096,58986789400
2024-10-09,4168.844,4197.6,3942.512,3955.984,48226929500
2024-10-10,3979.612,4098.497,3912.771,3997.788,39505309900
2024-10-11,3969.758,3978.239,3847.123,3887.167,27409650500
2024-10-14,3915.219,3979.543,3868.779,3961.342,30757899300
2024-10-15,3942.534,3967.871,3855.995,3855.995,24248644800
2024-10-16,3806.137,3877.748,3805.087,3831.589,21886640700
2024-10-17,3853.841,3882.073,3787.75,3788.222,21231382000
2024-10-18,3780.314,3998.214,3765.162,3925.234,31295883400
2024-10-21,3946.902,3979.264,3896.165,3935.197,29118563400
2024-10-22,3923.744,3965.908,3917.522,3957.776,22343339600
2024-10-23,3955.319,4012.18,3939.099,3973.209,24587394900
2024-10-24,3950.899,3957.983,3914.089,3928.833,17472406200
2024-10-25,3931.321,3992.892,3921.94,3956.421,21069488500
2024-10-28,3953.106,3964.157,3917.204,3964.157,21616041500
2024-10-29,3970.008,3991.309,3921.58,3924.649,21729398400
2024-10-30,3904.16,3926.058,3864.305,3889.449,21943662600
2024-10-31,3888.423,3923.9,3859.108,3891.04,30063671800
2024-11-01,3882.458,3933.22,3879.959,3890.02,30798648100
2024-11-04,3897.714,3944.762,3891.211,3944.762,22923906000
2024-11-05,3937.623,4046.698,3925.414,4044.573,31686279400
2024-11-06,4051.289,4091.703,4002.503,4024.283,33580793800
2024-11-07,3987.267,4146.151,3984.665,4145.695,34143641400
2024-11-08,4192.079,4200.908,4094.163,4104.047,33235038500
2024-11-11,4066.934,4132.511,4048.039,4131.131,28959422700
2024-11-12,4133.353,4181.71,4060.794,4085.743,29777808600
2024-11-13,4059.59,4121.074,4059.59,4110.89,24048409900
2024-11-14,4101.223,4118.169,4034.944,4039.619,23015278400
2024-11-15,4025.648,4049.071,3968.831,3968.831,24739946300
2024-11-18,3982.104,4034.06,3931.187,3950.381,30677794600
2024-11-19,3954.604,3979.151,3896.749,3976.891,24294646500
2024-11-20,3966.124,4001.085,3958.338,3985.773,18459937200
2024-11-21,3979.455,3999.569,3966.066,3989.298,16612592700
2024-11-22,3984.244,3990.265,3865.699,3865.699,21628580900
2024-11-25,3875.613,3889.707,3812.318,3848.091,19070295300
2024-11-26,3836.259,3875.229,3833.284,3840.185,14989244100
2024-11-27,3829.344,3907.164,3817.913,3907.045,17413609600
2024-11-28,3904.253,3908.392,3866.014,3872.551,15011729100
2024-11-29,3869.89,3962.7,3869.89,3916.583,18765671300
2024-12-02,3909.703,3955.125,3902.17,3947.632,19728978400
2024-12-03,3946.703,3963.947,3922.843,3951.891,18249686700
2024-12-04,3948.13,3957.365,3917.747,3930.557,17462631800
2024-12-05,3916.564,3936.336,3910.083,3921.588,13853403800
2024-12-06,3923.895,3995.117,3923.895,3973.141,19205790700
2024-12-09,3970.663,3995.512,3948.421,3966.571,17595995800
2024-12-10,4094.05,4098.38,3988.968,3995.637,25346379500
2024-12-11,3988.018,4005.325,3977.352,3988.831,17725284600
2024-12-12,3987.153,4031.744,3981.349,4028.505,18162177700
2024-12-13,4000.985,4000.985,3931.739,3933.181,23035307900
2024-12-16,3930.781,3938.76,3901.647,3911.842,17851125100
2024-12-17,3908.126,3955.945,3908.126,3922.033,16093909000
2024-12-18,3934.543,3956.144,3933.969,3941.89,15773832100
2024-12-19,3911.89,3954.349,3899.748,3945.464,16108104000
2024-12-20,3937.472,3958.634,3923.256,3927.744,15498649600
2024-12-23,3928.149,3965.85,3928.149,3933.572,19006736200
2024-12-24,3934.942,3985.859,3934.734,3983.688,16149458900
2024-12-25,3987.956,4007.763,3969.477,3985.629,15939074700
2024-12-26,3981.732,3991.533,3965.546,3987.48,14342528600
2024-12-27,3987.019,4007.131,3970.937,3981.031,16926866600
2024-12-30,3976.7,4005.778,3976.7,3999.055,16461248500
2024-12-31,3995.871,4004.346,3934.911,3934.911,18392839700
2025-01-02,3931.816,3934.203,3796.339,3820.395,21789872400
2025-01-03,3825.243,3835.935,3767.665,3775.165,17534267600
2025-01-06,3775.99,3788.849,3743.073,3768.97,15094667000
2025-01-07,3760.866,3797.602,3749.058,3796.106,14645577900
2025-01-08,3781.261,3810.736,3731.189,3789.215,16916696800
2025-01-09,3780.734,3795.261,3768.681,3779.877,12979400200
2025-01-10,3778.893,3786.807,3732.481,3732.481,13752317100
2025-01-13,3704.444,3737.885,3704.107,3722.513,13644619900
2025-01-14,3728.556,3826.64,3718.877,3820.54,17066465700
2025-01-15,3810.035,3816.828,3790.166,3796.026,14147552000
2025-01-16,3812.194,3842.947,3776.286,3800.384,14450587100
2025-01-17,3788.373,3831.64,3780.213,3812.343,12662196100
2025-01-20,3835.304,3858.668,3821.982,3829.676,13958127700
2025-01-21,3850.356,3850.911,3817.121,3832.615,14121840600
2025-01-22,3823.945,3823.945,3783.144,3797.017,13725506200
2025-01-23,3829.046,3864.259,3801.853,3803.744,18056955100
2025-01-24,3793.85,3847.6,3793.484,3832.864,14897172200
2025-01-27,3836.958,3851.997,3817.08,3817.08,14667077200
2025-02-05,3844.7,3844.7,3785.162,3795.085,15716830800
2025-02-06,3789.609,3843.494,3788.32,3842.831,16728817600
2025-02-07,3844.057,3919.35,3833.869,3892.703,22185770700
2025-02-10,3898.102,3906.368,3878.831,3901.062,18890304000
2025-02-11,3905.159,3905.159,3872.909,3883.135,16657490900
2025-02-12,3875.96,3920.723,3867.354,3919.862,16422854000
2025-02-13,3913.904,3939.198,3904.985,3905.14,17248587400
2025-02-14,3900.827,3942.036,3900.827,3939.009,17297645200
2025-02-17,3954.415,3955.896,3921.702,3947.398,21358824600
2025-02-18,3942.576,3965.423,3901.868,3912.783,20942510100
2025-02-19,3906.22,3943.674,3904.146,3940.16,18282951700
2025-02-20,3934.65,3940.678,3916.177,3928.896,16389523600
2025-02-21,3938.052,3981.048,3927.787,3978.444,22740033000
2025-02-24,3972.483,3995.946,3949.231,3969.717,22081061800
2025-02-25,3933.636,3955.434,3915.653,3925.651,17810858000
2025-02-26,3931.842,3960.33,3925.366,3959.941,19106250100
2025-02-27,3961.064,3973.932,3933.461,3968.116,20288796300
2025-02-28,3950.187,3972.481,3886.399,3890.049,19810414700
2025-03-03,3899.696,3930.005,3872.587,3888.474,17762316600
2025-03-04,3865.994,3890.424,3855.725,3885.221,14985096700
2025-03-05,3887.799,3906.421,3877.019,3902.571,15865275100
2025-03-06,3923.383,3964.494,3917.083,3956.237,19396091500
2025-03-07,3944.915,3967.074,3935.046,3944.014,16673237500
2025-03-10,3945.58,3949.145,3905.127,3928.802,15276523200
2025-03-11,3890.431,3941.416,3889.43,3941.416,14475440200
2025-03-12,3946.862,3953.613,3921.474,3927.232,15673219000
2025-03-13,3925.744,3939.285,3897.376,3911.579,15653644300
2025-03-14,3919.616,4014.159,3919.616,4006.557,21613900300
2025-03-17,4020.64,4021.728,3992.256,3996.788,16220291100
2025-03-18,4011.779,4016.873,3995.96,4007.723,14020849600
2025-03-19,4004.825,4025.299,3989.512,4010.168,14441942800
2025-03-20,4011.059,4012.042,3969.926,3974.992,13375467000
2025-03-21,3966.515,3983.148,3904.767,3914.696,16590529400
2025-03-24,3916.114,3938.183,3907.2,3934.849,15223467400
2025-03-25,3937.898,3946.357,3921.529,3932.295,14047539900
2025-03-26,3930.207,3942.026,3916.861,3919.357,13116418700
2025-03-27,3911.384,3952.985,3903.652,3932.412,12679373800
2025-03-28,3930.776,3934.234,3907.384,3915.166,12635621400
2025-03-31,3905.982,3928.448,3872.403,3887.306,16679852300
2025-04-01,3892.779,3905.262,3882.405,3887.684,14038027400
2025-04-02,3884.418,3900.495,3877.16,3884.386,11304317500
2025-04-03,3843.418,3883.703,3843.418,3861.503,14259978900
2025-04-07,3675.202,3707.777,3514.117,3589.441,31257858600
2025-04-08,3597.986,3650.759,3583.875,3650.759,28019731200
2025-04-09,3606.104,3686.794,3587.337,3686.794,26230570800
2025-04-10,3749.126,3756.139,3708.819,3735.115,22725222700
2025-04-11,3730.315,3762.365,3708.462,3750.517,16875969100
2025-04-14,3772.041,3776.634,3754.033,3759.142,16446240300
2025-04-15,3756.479,3764.486,3737.85,3761.235,13400604000
2025-04-16,3757.876,3775.166,3721.603,3772.82,15635900600
2025-04-17,3755.086,3779.125,3749.504,3772.222,12237100200
2025-04-18,3760.043,3782.044,3754.407,3772.523,10294850900
2025-04-21,3768.142,3790.178,3763.138,3784.881,12135573000
2025-04-22,3780.112,3799.23,3778.079,3783.952,12568825700
2025-04-23,3803.43,3807.954,3780.518,3786.882,13198687000
2025-04-24,3787.459,3807.26,3775.207,3784.357,11716456000
2025-04-25,3792.084,3801.577,3780.777,3786.994,12459113300
2025-04-28,3786.387,3792.008,3772.803,3781.619,12514509100
2025-04-29,3776.003,3785.316,3768.031,3775.077,11151469400
2025-04-30,3775.831,3787.564,3768.757,3770.571,14368165800
2025-05-06,3794.376,3809.094,3782.777,3808.542,15852045900
2025-05-07,3861.577,3863.678,3814.987,3831.627,16117229900
2025-05-08,3820.548,3867.331,3816.264,3852.896,12495983300
2025-05-09,3848.619,3853.663,3836.535,3846.157,11938952600
2025-05-12,3866.531,3890.734,3859.035,3890.61,15333246000
2025-05-13,3915.592,3915.592,3890.686,3896.258,14732029900
2025-05-14,3894.839,3960.523,3890.65,3943.211,17203377900
2025-05-15,3934.027,3936.465,3904.907,3907.199,13808174900
2025-05-16,3898.666,3903.853,3874.862,3889.085,11840534500
2025-05-19,3882.568,3885.589,3866.57,3877.145,9864341400
2025-05-20,3883.102,3911.474,3881.744,3898.171,10488523400
2025-05-21,3899.437,3928.634,3899.437,3916.381,10979134300
2025-05-22,3912.601,3923.02,3903.09,3913.865,10759705200
2025-05-23,3910.374,3931.551,3882.274,3882.274,12027741900
2025-05-26,3875.789,3884.537,3849.038,3860.107,10960120700
2025-05-27,3857.627,3865.429,3834.846,3839.397,9857242500
2025-05-28,3843.075,3849.736,3833.958,3836.237,8903102600
2025-05-29,3838.009,3869.791,3831.458,3858.7,10847188600
2025-05-30,3850.493,3858.613,3829.254,3840.232,11167222800
2025-06-03,3833.458,3863.295,3832.72,3852.013,13140309000
2025-06-04,3855.488,3875.857,3855.488,3868.743,11680387300
2025-06-05,3872.637,3883.135,3861.272,3877.556,12287818400
2025-06-06,3878.103,3889.456,3869.387,3873.984,11098797100
2025-06-09,3877.798,3894.652,3871.992,3885.246,13630629300
2025-06-10,3887.551,3897.457,3850.466,3865.465,14556385900
2025-06-11,3870.672,3911.611,3870.672,3894.625,14241477200
2025-06-12,3885.52,3900.041,3870.384,3892.199,13399869700
2025-06-13,3881.492,3889.16,3853.819,3864.182,17253953600
2025-06-16,3853.619,3876.17,3853.619,3873.795,13734183500
2025-06-17,3875.177,3880.416,3860.409,3870.379,12234252600
2025-06-18,3871.65,3881.346,3854.658,3874.971,12752862100
2025-06-19,3870.049,3872.943,3834.951,3843.091,13028065800
2025-06-20,3839.783,3856.48,3839.783,3846.644,11815102000
2025-06-23,3831.17,3867.59,3827.083,3857.902,13380089200
2025-06-24,3862.388,3914.158,3862.388,3904.034,16365618800
2025-06-25,3907.068,3963.037,3902.177,3960.066,18721367100
2025-06-26,3953.16,3964.482,3945.259,3946.02,16531626300
2025-06-27,3949.788,3969.263,3918.204,3921.758,19455791300
2025-06-30,3920.315,3940.361,3911.604,3936.079,14517023600
2025-07-01,3935.908,3946.245,3924.722,3942.762,12895936200
2025-07-02,3943.323,3952.138,3929.696,3943.685,14706306200
2025-07-03,3949.4,3971.616,3945.138,3968.068,14100400600
2025-07-04,3967.464,4013.848,3958.376,3982.203,15719713300
2025-07-07,3977.288,3979.748,3956.566,3965.175,13113527300
2025-07-08,3965.426,4002.269,3965.426,3998.453,15640289500
2025-07-09,3997.504,4016.743,3987.427,3991.401,17329379600
2025-07-10,3993.42,4032.983,3992.524,4010.024,20977890400
2025-07-11,4011.465,4065.942,4010.105,4014.807,26205277300
2025-07-14,4021.214,4034.92,4017.668,4017.668,20791717500
2025-07-15,4023.99,4042.657,3994.263,4019.064,19104293100
2025-07-16,4019.393,4027.857,3993.921,4007.202,15102730800
2025-07-17,4005.067,4034.594,4005.067,4034.491,16124904100
2025-07-18,4039.871,4064.638,4039.318,4058.549,18621106300
2025-07-21,4069.769,4086.117,4063.443,4085.607,22326847600
2025-07-22,4087.335,4119.202,4068.338,4118.958,25759698500
2025-07-23,4129.148,4155.678,4113.909,4119.769,30050615400
2025-07-24,4116.831,4152.427,4111.885,4149.037,31963239200
2025-07-25,4145.32,4150.499,4117.801,4127.163,27359496300
2025-07-28,4128.199,4146.12,4112.968,4135.824,22275981500
2025-07-29,4132.683,4153.331,4117.577,4152.025,23080788000
2025-07-30,4148.941,4185.206,4127.43,4151.238,24985304800
2025-07-31,4141.561,4141.824,4063.666,4075.591,26708740600
2025-08-01,4069.925,4085.354,4040.462,4054.929,19622182600
2025-08-04,4037.938,4070.702,4037.938,4070.702,16227590200
2025-08-05,4080.388,4106.297,4075.584,4103.45,17885199900
2025-08-06,4100.428,4116.709,4098.354,4113.485,17667615500
2025-08-07,4120.282,4129.738,4094.821,4114.666,19864190200
2025-08-08,4109.273,4122.21,4097.416,4104.967,17317120100
2025-08-11,4110.294,4134.246,4103.605,4122.511,19044371600
2025-08-12,4123.576,4153.295,4121.224,4143.825,17728782300
2025-08-13,4150.504,4186.748,4147.199,4176.578,21393499900
2025-08-14,4179.965,4220.311,4165.938,4173.313,22110359500
2025-08-15,4162.421,4214.729,4157.495,4202.353,26132756600
2025-08-18,4218.247,4272.96,4203.419,4239.413,30147910200
2025-08-19,4241.765,4264.23,4215.208,4223.374,25081877100
2025-08-20,4208.401,4272.146,4190.556,4271.396,24648177300
2025-08-21,4284.371,4308.447,4273.652,4288.071,25903001400
2025-08-22,4287.363,4378.388,4287.363,4377.998,29043489700
2025-08-25,4416.292,4472.653,4404.776,4469.222,35809000600
2025-08-26,4453.353,4476.803,4435.528,4452.591,27062139500
2025-08-27,4458.84,4494.913,4386.127,4386.127,33313389800
2025-08-28,4378.035,4464.803,4364.171,4463.782,29683453600
2025-08-29,4455.803,4516.84,4452.363,4496.759,35193894700
2025-09-01,4516.879,4528.134,4487.53,4523.711,32036670800
2025-09-02,4521.983,4548.894,4454.417,4490.453,30393256600
2025-09-03,4501.339,4510.73,4427.518,4459.83,25432021700
2025-09-04,4461.25,4465.497,4327.507,4365.209,30793460900
2025-09-05,4365.608,4466.56,4350.297,4460.325,24962565700
2025-09-08,4467.169,4482.763,4438.07,4467.573,26763838200
2025-09-09,4448.739,4472.093,4412.691,4436.258,22137546000
2025-09-10,4438.3,4466.633,4414.594,4445.365,20359764600
2025-09-11,4438.839,4548.035,4427.924,4548.035,25326405100
2025-09-12,4544.591,4564.667,4517.79,4521.998,26644200300
2025-09-15,4534.887,4566.905,4522.496,4533.056,23188567800
2025-09-16,4539.922,4552.419,4494.788,4523.337,24926920600
2025-09-17,4517.286,4556.03,4503.796,4551.023,23571647200
2025-09-18,4546.032,4573.833,4454.989,4498.109,30985982600
2025-09-19,4499.091,4533.092,4491.844,4501.92,22504400000
2025-09-22,4512.025,4523.87,4487.13,4522.608,19645995600
2025-09-23,4536.757,4560.732,4459.728,4519.778,25282706200
2025-09-24,4495.266,4567.495,4494.113,4566.071,22048260800
2025-09-25,4563.983,4613.949,4558.842,4593.488,22982333300
2025-09-26,4576.914,4597.847,4550.049,4550.049,20848211400
2025-09-29,4555.034,4647.569,4541.425,4620.053,27435887700
2025-09-30,4629.899,4647.503,4616.224,4640.694,24798035900
2025-10-09,4662.113,4726.345,4651.99,4709.482,34767869600
2025-10-10,4679.498,4692.586,4600.965,4616.834,31902089900
2025-10-13,4490.866,4601.807,4490.866,4593.979,31501035400
2025-10-14,4634.054,4641.449,4520.926,4539.064,37295403000
2025-10-15,4544.243,4608.824,4526.834,4606.288,28477185500
2025-10-16,4588.921,4645.096,4586.28,4618.422,24823551800
2025-10-17,4610.697,4618.562,4509.329,4514.235,25690561700
2025-10-20,4558.242,4570.438,4520.502,4538.22,21842040500
2025-10-21,4556.122,4615.463,4547.928,4607.872,21571117500
2025-10-22,4576.028,4603.488,4567.236,4592.57,18533396000
2025-10-23,4578.702,4611.341,4541.694,4606.345,20046391700
